,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__n_neighbors,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
0,0.0331977367401123,0.014373041914563511,0.03720078468322754,0.0186732954311303,3,{'regressor__n_neighbors': 3},-21.212851405622487,-16.43413654618474,-17.974497991967866,,,,,1,-2813.3262321285138,-1608.2391078982594,-2102.3988373493976,,,,,1
1,0.022999095916748046,0.004515252880052291,0.02100338935852051,0.007014572020227721,5,{'regressor__n_neighbors': 5},-17.99915662650602,-17.03440963855422,-16.389686746987948,,,,,1,-1993.3307213975897,-1291.1601626987951,-1171.3873820722893,,,,,1
2,0.027002382278442382,0.005475897817566958,0.02039823532104492,0.0032605963395838204,7,{'regressor__n_neighbors': 7},-18.251222030981072,-15.238864027538725,-15.954767641996558,,,,,1,-1910.2578208999257,-772.8657209736906,-984.5838114580771,,,,,1
3,0.01720294952392578,0.004018054014117222,0.015598487854003907,0.005460834026428251,9,{'regressor__n_neighbors': 9},-17.45107095046854,-15.100160642570284,-15.519344042838016,,,,,1,-1729.4798371114082,-641.0627797114382,-884.7070569834895,,,,,1
